ORDER_DATE,USER_NM,DESIGNATION,DESIGNATION_REPORT_TO,Path,METRIC_TYPE,VALUE
2025-05-01,Sales_User_18,TSI,ASM North,2,Achieved,584000
2025-05-01,Sales_User_18,TSI,ASM North,3,Incentive,0
2025-06-01,Sales_User_18,TSI,ASM North,1,Target,800000
2025-06-01,Sales_User_18,TSI,ASM North,2,Achieved,824000
2025-06-01,Sales_User_18,TSI,ASM North,3,Incentive,65920
2025-07-01,Sales_User_18,TSI,ASM North,1,Target,800000
2025-07-01,Sales_User_18,TSI,ASM North,2,Achieved,768000
2025-07-01,Sales_User_18,TSI,ASM North,3,Incentive,38400
2025-08-01,Sales_User_18,TSI,ASM North,1,Target,800000
2025-08-01,Sales_User_18,TSI,ASM North,2,Achieved,984000
2025-08-01,Sales_User_18,TSI,ASM North,3,Incentive,118080
2025-09-01,Sales_User_18,TSI,ASM North,1,Target,800000
2025-09-01,Sales_User_18,TSI,ASM North,2,Achieved,728000
2025-09-01,Sales_User_18,TSI,ASM North,3,Incentive,36400
2025-10-01,Sales_User_18,TSI,ASM North,1,Target,800000
2025-10-01,Sales_User_18,TSI,ASM North,2,Achieved,616000
2025-10-01,Sales_User_18,TSI,ASM North,3,Incentive,0
2025-11-01,Sales_User_18,TSI,ASM North,1,Target,800000
2025-11-01,Sales_User_18,TSI,ASM North,2,Achieved,632000
2025-11-01,Sales_User_18,TSI,ASM North,3,Incentive,0
2025-12-01,Sales_User_18,TSI,ASM North,1,Target,800000
2025-12-01,Sales_User_18,TSI,ASM North,2,Achieved,927999
2025-12-01,Sales_User_18,TSI,ASM North,3,Incentive,74239
2024-01-01,Sales_User_19,TSI,ASM North,1,Target,800000
2024-01-01,Sales_User_19,TSI,ASM North,2,Achieved,856000
2024-01-01,Sales_User_19,TSI,ASM North,3,Incentive,68480
2024-02-01,Sales_User_19,TSI,ASM North,1,Target,800000
2024-02-01,Sales_User_19,TSI,ASM North,2,Achieved,608000
2024-02-01,Sales_User_19,TSI,ASM North,3,Incentive,0
2024-03-01,Sales_User_19,TSI,ASM North,1,Target,800000
2024-03-01,Sales_User_19,TSI,ASM North,2,Achieved,600000
2024-03-01,Sales_User_19,TSI,ASM North,3,Incentive,0
2024-04-01,Sales_User_19,TSI,ASM North,1,Target,800000
2024-04-01,Sales_User_19,TSI,ASM North,2,Achieved,896000
2024-04-01,Sales_User_19,TSI,ASM North,3,Incentive,71680
2024-05-01,Sales_User_19,TSI,ASM North,1,Target,800000
2024-05-01,Sales_User_19,TSI,ASM North,2,Achieved,592000
2024-05-01,Sales_User_19,TSI,ASM North,3,Incentive,0
2024-06-01,Sales_User_19,TSI,ASM North,1,Target,800000
2024-06-01,Sales_User_19,TSI,ASM North,2,Achieved,952000
2024-06-01,Sales_User_19,TSI,ASM North,3,Incentive,76160
2024-07-01,Sales_User_19,TSI,ASM North,1,Target,800000
2024-07-01,Sales_User_19,TSI,ASM North,2,Achieved,896000
2024-07-01,Sales_User_19,TSI,ASM North,3,Incentive,71680
2024-08-01,Sales_User_19,TSI,ASM North,1,Target,800000
2024-08-01,Sales_User_19,TSI,ASM North,2,Achieved,600000
2024-08-01,Sales_User_19,TSI,ASM North,3,Incentive,0
2024-09-01,Sales_User_19,TSI,ASM North,1,Target,800000
2024-09-01,Sales_User_19,TSI,ASM North,2,Achieved,600000
2024-09-01,Sales_User_19,TSI,ASM North,3,Incentive,0
2024-10-01,Sales_User_19,TSI,ASM North,1,Target,800000
2024-10-01,Sales_User_19,TSI,ASM North,2,Achieved,1032000
2024-10-01,Sales_User_19,TSI,ASM North,3,Incentive,123840
2024-11-01,Sales_User_19,TSI,ASM North,1,Target,800000
2024-11-01,Sales_User_19,TSI,ASM North,2,Achieved,736000
2024-11-01,Sales_User_19,TSI,ASM North,3,Incentive,36800
2024-12-01,Sales_User_19,TSI,ASM North,1,Target,800000
2024-12-01,Sales_User_19,TSI,ASM North,2,Achieved,736000
2024-12-01,Sales_User_19,TSI,ASM North,3,Incentive,36800
2025-01-01,Sales_User_19,TSI,ASM North,1,Target,800000
2025-01-01,Sales_User_19,TSI,ASM North,2,Achieved,952000
2025-01-01,Sales_User_19,TSI,ASM North,3,Incentive,76160
2025-02-01,Sales_User_19,TSI,ASM North,1,Target,800000
2025-02-01,Sales_User_19,TSI,ASM North,2,Achieved,1016000
2025-02-01,Sales_User_19,TSI,ASM North,3,Incentive,121920
2025-03-01,Sales_User_19,TSI,ASM North,1,Target,800000
2025-03-01,Sales_User_19,TSI,ASM North,2,Achieved,1032000
2025-03-01,Sales_User_19,TSI,ASM North,3,Incentive,123840
2025-04-01,Sales_User_19,TSI,ASM North,1,Target,800000
2025-04-01,Sales_User_19,TSI,ASM North,2,Achieved,919999
2025-04-01,Sales_User_19,TSI,ASM North,3,Incentive,73599
2025-05-01,Sales_User_19,TSI,ASM North,1,Target,800000
2025-05-01,Sales_User_19,TSI,ASM North,2,Achieved,744000
2025-05-01,Sales_User_19,TSI,ASM North,3,Incentive,37200
2025-06-01,Sales_User_19,TSI,ASM North,1,Target,800000
2025-06-01,Sales_User_19,TSI,ASM North,2,Achieved,600000
2025-06-01,Sales_User_19,TSI,ASM North,3,Incentive,0
2025-07-01,Sales_User_19,TSI,ASM North,1,Target,800000
2025-07-01,Sales_User_19,TSI,ASM North,2,Achieved,936000
2025-07-01,Sales_User_19,TSI,ASM North,3,Incentive,74880
2025-08-01,Sales_User_19,TSI,ASM North,1,Target,800000
2025-08-01,Sales_User_19,TSI,ASM North,2,Achieved,832000
2025-08-01,Sales_User_19,TSI,ASM North,3,Incentive,66560
2025-09-01,Sales_User_19,TSI,ASM North,1,Target,800000
2025-09-01,Sales_User_19,TSI,ASM North,2,Achieved,760000
2025-09-01,Sales_User_19,TSI,ASM North,3,Incentive,38000
2025-10-01,Sales_User_19,TSI,ASM North,1,Target,800000
2025-10-01,Sales_User_19,TSI,ASM North,2,Achieved,992000
2025-10-01,Sales_User_19,TSI,ASM North,3,Incentive,119040
2025-11-01,Sales_User_19,TSI,ASM North,1,Target,800000
2025-11-01,Sales_User_19,TSI,ASM North,2,Achieved,616000
2025-11-01,Sales_User_19,TSI,ASM North,3,Incentive,0
2025-12-01,Sales_User_19,TSI,ASM North,1,Target,800000
2025-12-01,Sales_User_19,TSI,ASM North,2,Achieved,800000
2025-12-01,Sales_User_19,TSI,ASM North,3,Incentive,64000
2024-01-01,Sales_User_20,TSI,ASM North,1,Target,800000
2024-01-01,Sales_User_20,TSI,ASM North,2,Achieved,568000
2024-01-01,Sales_User_20,TSI,ASM North,3,Incentive,0
2024-02-01,Sales_User_20,TSI,ASM North,1,Target,800000
2024-02-01,Sales_User_20,TSI,ASM North,2,Achieved,784000
2024-02-01,Sales_User_20,TSI,ASM North,3,Incentive,39200
2024-03-01,Sales_User_20,TSI,ASM North,1,Target,800000
2024-03-01,Sales_User_20,TSI,ASM North,2,Achieved,584000
2024-03-01,Sales_User_20,TSI,ASM North,3,Incentive,0
2024-04-01,Sales_User_20,TSI,ASM North,1,Target,800000
2024-04-01,Sales_User_20,TSI,ASM North,2,Achieved,616000
2024-04-01,Sales_User_20,TSI,ASM North,3,Incentive,0
2024-05-01,Sales_User_20,TSI,ASM North,1,Target,800000
2024-05-01,Sales_User_20,TSI,ASM North,2,Achieved,616000
2024-05-01,Sales_User_20,TSI,ASM North,3,Incentive,0
2024-06-01,Sales_User_20,TSI,ASM North,1,Target,800000
2024-06-01,Sales_User_20,TSI,ASM North,2,Achieved,872000
2024-06-01,Sales_User_20,TSI,ASM North,3,Incentive,69760
2024-07-01,Sales_User_20,TSI,ASM North,1,Target,800000
2024-07-01,Sales_User_20,TSI,ASM North,2,Achieved,919999
2024-07-01,Sales_User_20,TSI,ASM North,3,Incentive,73599
2024-08-01,Sales_User_20,TSI,ASM North,1,Target,800000
2024-08-01,Sales_User_20,TSI,ASM North,2,Achieved,840000
2024-08-01,Sales_User_20,TSI,ASM North,3,Incentive,67200
2024-09-01,Sales_User_20,TSI,ASM North,1,Target,800000
2024-09-01,Sales_User_20,TSI,ASM North,2,Achieved,1024000
2024-09-01,Sales_User_20,TSI,ASM North,3,Incentive,122880
2024-10-01,Sales_User_20,TSI,ASM North,1,Target,800000
2024-10-01,Sales_User_20,TSI,ASM North,2,Achieved,736000
2024-10-01,Sales_User_20,TSI,ASM North,3,Incentive,36800
2024-11-01,Sales_User_20,TSI,ASM North,1,Target,800000
2024-11-01,Sales_User_20,TSI,ASM North,2,Achieved,696000
2024-11-01,Sales_User_20,TSI,ASM North,3,Incentive,34800
2024-12-01,Sales_User_20,TSI,ASM North,1,Target,800000
2024-12-01,Sales_User_20,TSI,ASM North,2,Achieved,976000
2024-12-01,Sales_User_20,TSI,ASM North,3,Incentive,117120
2025-01-01,Sales_User_20,TSI,ASM North,1,Target,800000
2025-01-01,Sales_User_20,TSI,ASM North,2,Achieved,664000
2025-01-01,Sales_User_20,TSI,ASM North,3,Incentive,33200
2025-02-01,Sales_User_20,TSI,ASM North,1,Target,800000
2025-02-01,Sales_User_20,TSI,ASM North,2,Achieved,1024000
2025-02-01,Sales_User_20,TSI,ASM North,3,Incentive,122880
2025-03-01,Sales_User_20,TSI,ASM North,1,Target,800000
2025-03-01,Sales_User_20,TSI,ASM North,2,Achieved,568000
2025-03-01,Sales_User_20,TSI,ASM North,3,Incentive,0
2025-04-01,Sales_User_20,TSI,ASM North,1,Target,800000
2025-04-01,Sales_User_20,TSI,ASM North,2,Achieved,1024000
2025-04-01,Sales_User_20,TSI,ASM North,3,Incentive,122880
2025-05-01,Sales_User_20,TSI,ASM North,1,Target,800000
2025-05-01,Sales_User_20,TSI,ASM North,2,Achieved,584000
2025-05-01,Sales_User_20,TSI,ASM North,3,Incentive,0
2025-06-01,Sales_User_20,TSI,ASM North,1,Target,800000
2025-06-01,Sales_User_20,TSI,ASM North,2,Achieved,984000
2025-06-01,Sales_User_20,TSI,ASM North,3,Incentive,118080
2025-07-01,Sales_User_20,TSI,ASM North,1,Target,800000
2025-07-01,Sales_User_20,TSI,ASM North,2,Achieved,816000
2025-07-01,Sales_User_20,TSI,ASM North,3,Incentive,65280
2025-08-01,Sales_User_20,TSI,ASM North,1,Target,800000
2025-08-01,Sales_User_20,TSI,ASM North,2,Achieved,1040000
2025-08-01,Sales_User_20,TSI,ASM North,3,Incentive,124800
2025-09-01,Sales_User_20,TSI,ASM North,1,Target,800000
2025-09-01,Sales_User_20,TSI,ASM North,2,Achieved,592000
2025-09-01,Sales_User_20,TSI,ASM North,3,Incentive,0
2025-10-01,Sales_User_20,TSI,ASM North,1,Target,800000
2025-10-01,Sales_User_20,TSI,ASM North,2,Achieved,824000
2025-10-01,Sales_User_20,TSI,ASM North,3,Incentive,65920
2025-11-01,Sales_User_20,TSI,ASM North,1,Target,800000
2025-11-01,Sales_User_20,TSI,ASM North,2,Achieved,1024000
2025-11-01,Sales_User_20,TSI,ASM North,3,Incentive,122880
2025-12-01,Sales_User_20,TSI,ASM North,1,Target,800000
2025-12-01,Sales_User_20,TSI,ASM North,2,Achieved,808000
2025-12-01,Sales_User_20,TSI,ASM North,3,Incentive,64640
2024-01-01,Sales_User_21,TSI,ASM East,1,Target,800000
2024-01-01,Sales_User_21,TSI,ASM East,2,Achieved,864000
2024-01-01,Sales_User_21,TSI,ASM East,3,Incentive,69120
2024-02-01,Sales_User_21,TSI,ASM East,1,Target,800000
2024-02-01,Sales_User_21,TSI,ASM East,2,Achieved,896000
2024-02-01,Sales_User_21,TSI,ASM East,3,Incentive,71680
2024-03-01,Sales_User_21,TSI,ASM East,1,Target,800000
2024-03-01,Sales_User_21,TSI,ASM East,2,Achieved,776000
2024-03-01,Sales_User_21,TSI,ASM East,3,Incentive,38800
2024-04-01,Sales_User_21,TSI,ASM East,1,Target,800000
2024-04-01,Sales_User_21,TSI,ASM East,2,Achieved,864000
2024-04-01,Sales_User_21,TSI,ASM East,3,Incentive,69120
2024-05-01,Sales_User_21,TSI,ASM East,1,Target,800000
2024-05-01,Sales_User_21,TSI,ASM East,2,Achieved,840000
2024-05-01,Sales_User_21,TSI,ASM East,3,Incentive,67200
2024-06-01,Sales_User_21,TSI,ASM East,1,Target,800000
2024-06-01,Sales_User_21,TSI,ASM East,2,Achieved,992000
2024-06-01,Sales_User_21,TSI,ASM East,3,Incentive,119040
2024-07-01,Sales_User_21,TSI,ASM East,1,Target,800000
2024-07-01,Sales_User_21,TSI,ASM East,2,Achieved,584000
2024-07-01,Sales_User_21,TSI,ASM East,3,Incentive,0
2024-08-01,Sales_User_21,TSI,ASM East,1,Target,800000
2024-08-01,Sales_User_21,TSI,ASM East,2,Achieved,696000
2024-08-01,Sales_User_21,TSI,ASM East,3,Incentive,34800
2024-09-01,Sales_User_21,TSI,ASM East,1,Target,800000
2024-09-01,Sales_User_21,TSI,ASM East,2,Achieved,1016000
2024-09-01,Sales_User_21,TSI,ASM East,3,Incentive,121920
2024-10-01,Sales_User_21,TSI,ASM East,1,Target,800000
2024-10-01,Sales_User_21,TSI,ASM East,2,Achieved,984000
2024-10-01,Sales_User_21,TSI,ASM East,3,Incentive,118080
2024-11-01,Sales_User_21,TSI,ASM East,1,Target,800000
2024-11-01,Sales_User_21,TSI,ASM East,2,Achieved,776000
2024-11-01,Sales_User_21,TSI,ASM East,3,Incentive,38800
2024-12-01,Sales_User_21,TSI,ASM East,1,Target,800000
2024-12-01,Sales_User_21,TSI,ASM East,2,Achieved,856000
2024-12-01,Sales_User_21,TSI,ASM East,3,Incentive,68480
2025-01-01,Sales_User_21,TSI,ASM East,1,Target,800000
2025-01-01,Sales_User_21,TSI,ASM East,2,Achieved,696000
2025-01-01,Sales_User_21,TSI,ASM East,3,Incentive,34800
2025-02-01,Sales_User_21,TSI,ASM East,1,Target,800000
2025-02-01,Sales_User_21,TSI,ASM East,2,Achieved,648000
2025-02-01,Sales_User_21,TSI,ASM East,3,Incentive,32400
2025-03-01,Sales_User_21,TSI,ASM East,1,Target,800000
2025-03-01,Sales_User_21,TSI,ASM East,2,Achieved,784000
2025-03-01,Sales_User_21,TSI,ASM East,3,Incentive,39200
2025-04-01,Sales_User_21,TSI,ASM East,1,Target,800000
2025-04-01,Sales_User_21,TSI,ASM East,2,Achieved,728000
2025-04-01,Sales_User_21,TSI,ASM East,3,Incentive,36400
2025-05-01,Sales_User_21,TSI,ASM East,1,Target,800000
2025-05-01,Sales_User_21,TSI,ASM East,2,Achieved,840000
2025-05-01,Sales_User_21,TSI,ASM East,3,Incentive,67200
2025-06-01,Sales_User_21,TSI,ASM East,1,Target,800000
2025-06-01,Sales_User_21,TSI,ASM East,2,Achieved,600000
2025-06-01,Sales_User_21,TSI,ASM East,3,Incentive,0
2025-07-01,Sales_User_21,TSI,ASM East,1,Target,800000
2025-07-01,Sales_User_21,TSI,ASM East,2,Achieved,1024000
2025-07-01,Sales_User_21,TSI,ASM East,3,Incentive,122880
2025-08-01,Sales_User_21,TSI,ASM East,1,Target,800000
2025-08-01,Sales_User_21,TSI,ASM East,2,Achieved,1032000
2025-08-01,Sales_User_21,TSI,ASM East,3,Incentive,123840
2025-09-01,Sales_User_21,TSI,ASM East,1,Target,800000
2025-09-01,Sales_User_21,TSI,ASM East,2,Achieved,896000
2025-09-01,Sales_User_21,TSI,ASM East,3,Incentive,71680
2025-10-01,Sales_User_21,TSI,ASM East,1,Target,800000
2025-10-01,Sales_User_21,TSI,ASM East,2,Achieved,816000
2025-10-01,Sales_User_21,TSI,ASM East,3,Incentive,65280
2025-11-01,Sales_User_21,TSI,ASM East,1,Target,800000
2025-11-01,Sales_User_21,TSI,ASM East,2,Achieved,712000
2025-11-01,Sales_User_21,TSI,ASM East,3,Incentive,35600
2025-12-01,Sales_User_21,TSI,ASM East,1,Target,800000
2025-12-01,Sales_User_21,TSI,ASM East,2,Achieved,952000
2025-12-01,Sales_User_21,TSI,ASM East,3,Incentive,76160
2024-01-01,Sales_User_22,SO,ASM North,1,Target,600000
2024-01-01,Sales_User_22,SO,ASM North,2,Achieved,666000
2024-01-01,Sales_User_22,SO,ASM North,3,Incentive,53280
2024-02-01,Sales_User_22,SO,ASM North,1,Target,600000
2024-02-01,Sales_User_22,SO,ASM North,2,Achieved,480000
2024-02-01,Sales_User_22,SO,ASM North,3,Incentive,24000
2024-03-01,Sales_User_22,SO,ASM North,1,Target,600000
2024-03-01,Sales_User_22,SO,ASM North,2,Achieved,750000
2024-03-01,Sales_User_22,SO,ASM North,3,Incentive,90000
2024-04-01,Sales_User_22,SO,ASM North,1,Target,600000
2024-04-01,Sales_User_22,SO,ASM North,2,Achieved,714000
2024-04-01,Sales_User_22,SO,ASM North,3,Incentive,57120
2024-05-01,Sales_User_22,SO,ASM North,1,Target,600000
2024-05-01,Sales_User_22,SO,ASM North,2,Achieved,762000
2024-05-01,Sales_User_22,SO,ASM North,3,Incentive,91440
2024-06-01,Sales_User_22,SO,ASM North,1,Target,600000
2024-06-01,Sales_User_22,SO,ASM North,2,Achieved,683999
2024-06-01,Sales_User_22,SO,ASM North,3,Incentive,54719
2024-07-01,Sales_User_22,SO,ASM North,1,Target,600000
2024-07-01,Sales_User_22,SO,ASM North,2,Achieved,642000
2024-07-01,Sales_User_22,SO,ASM North,3,Incentive,51360
2024-08-01,Sales_User_22,SO,ASM North,1,Target,600000
2024-08-01,Sales_User_22,SO,ASM North,2,Achieved,570000
2024-08-01,Sales_User_22,SO,ASM North,3,Incentive,28500
2024-09-01,Sales_User_22,SO,ASM North,1,Target,600000
2024-09-01,Sales_User_22,SO,ASM North,2,Achieved,756000
2024-09-01,Sales_User_22,SO,ASM North,3,Incentive,90720
2024-10-01,Sales_User_22,SO,ASM North,1,Target,600000
2024-10-01,Sales_User_22,SO,ASM North,2,Achieved,732000
2024-10-01,Sales_User_22,SO,ASM North,3,Incentive,87840
2024-11-01,Sales_User_22,SO,ASM North,1,Target,600000
2024-11-01,Sales_User_22,SO,ASM North,2,Achieved,438000
2024-11-01,Sales_User_22,SO,ASM North,3,Incentive,0
2024-12-01,Sales_User_22,SO,ASM North,1,Target,600000
2024-12-01,Sales_User_22,SO,ASM North,2,Achieved,432000
2024-12-01,Sales_User_22,SO,ASM North,3,Incentive,0
2025-01-01,Sales_User_22,SO,ASM North,1,Target,600000
2025-01-01,Sales_User_22,SO,ASM North,2,Achieved,558000
2025-01-01,Sales_User_22,SO,ASM North,3,Incentive,27900
2025-02-01,Sales_User_22,SO,ASM North,1,Target,600000
2025-02-01,Sales_User_22,SO,ASM North,2,Achieved,714000
2025-02-01,Sales_User_22,SO,ASM North,3,Incentive,57120
2025-03-01,Sales_User_22,SO,ASM North,1,Target,600000
2025-03-01,Sales_User_22,SO,ASM North,2,Achieved,774000
2025-03-01,Sales_User_22,SO,ASM North,3,Incentive,92880
2025-04-01,Sales_User_22,SO,ASM North,1,Target,600000
2025-04-01,Sales_User_22,SO,ASM North,2,Achieved,474000
2025-04-01,Sales_User_22,SO,ASM North,3,Incentive,0
2025-05-01,Sales_User_22,SO,ASM North,1,Target,600000
2025-05-01,Sales_User_22,SO,ASM North,2,Achieved,636000
2025-05-01,Sales_User_22,SO,ASM North,3,Incentive,50880
2025-06-01,Sales_User_22,SO,ASM North,1,Target,600000
2025-06-01,Sales_User_22,SO,ASM North,2,Achieved,558000
2025-06-01,Sales_User_22,SO,ASM North,3,Incentive,27900
2025-07-01,Sales_User_22,SO,ASM North,1,Target,600000
2025-07-01,Sales_User_22,SO,ASM North,2,Achieved,768000
2025-07-01,Sales_User_22,SO,ASM North,3,Incentive,92160
2025-08-01,Sales_User_22,SO,ASM North,1,Target,600000
2025-08-01,Sales_User_22,SO,ASM North,2,Achieved,726000
2025-08-01,Sales_User_22,SO,ASM North,3,Incentive,87120
2025-09-01,Sales_User_22,SO,ASM North,1,Target,600000
2025-09-01,Sales_User_22,SO,ASM North,2,Achieved,720000
2025-09-01,Sales_User_22,SO,ASM North,3,Incentive,86400
2025-10-01,Sales_User_22,SO,ASM North,1,Target,600000
2025-10-01,Sales_User_22,SO,ASM North,2,Achieved,588000
2025-10-01,Sales_User_22,SO,ASM North,3,Incentive,29400
2025-11-01,Sales_User_22,SO,ASM North,1,Target,600000
2025-11-01,Sales_User_22,SO,ASM North,2,Achieved,570000
2025-11-01,Sales_User_22,SO,ASM North,3,Incentive,28500
2025-12-01,Sales_User_22,SO,ASM North,1,Target,600000
2025-12-01,Sales_User_22,SO,ASM North,2,Achieved,516000
2025-12-01,Sales_User_22,SO,ASM North,3,Incentive,25800
2024-01-01,Sales_User_23,SO,ASM South,1,Target,600000
2024-01-01,Sales_User_23,SO,ASM South,2,Achieved,438000
2024-01-01,Sales_User_23,SO,ASM South,3,Incentive,0
2024-02-01,Sales_User_23,SO,ASM South,1,Target,600000
2024-02-01,Sales_User_23,SO,ASM South,2,Achieved,732000
2024-02-01,Sales_User_23,SO,ASM South,3,Incentive,87840
2024-03-01,Sales_User_23,SO,ASM South,1,Target,600000
2024-03-01,Sales_User_23,SO,ASM South,2,Achieved,714000
2024-03-01,Sales_User_23,SO,ASM South,3,Incentive,57120
2024-04-01,Sales_User_23,SO,ASM South,1,Target,600000
2024-04-01,Sales_User_23,SO,ASM South,2,Achieved,780000
2024-04-01,Sales_User_23,SO,ASM South,3,Incentive,93600
2024-05-01,Sales_User_23,SO,ASM South,1,Target,600000
2024-05-01,Sales_User_23,SO,ASM South,2,Achieved,780000
2024-05-01,Sales_User_23,SO,ASM South,3,Incentive,93600
2024-06-01,Sales_User_23,SO,ASM South,1,Target,600000
2024-06-01,Sales_User_23,SO,ASM South,2,Achieved,618000
2024-06-01,Sales_User_23,SO,ASM South,3,Incentive,49440
2024-07-01,Sales_User_23,SO,ASM South,1,Target,600000
2024-07-01,Sales_User_23,SO,ASM South,2,Achieved,696000
2024-07-01,Sales_User_23,SO,ASM South,3,Incentive,55680
2024-08-01,Sales_User_23,SO,ASM South,1,Target,600000
2024-08-01,Sales_User_23,SO,ASM South,2,Achieved,762000
2024-08-01,Sales_User_23,SO,ASM South,3,Incentive,91440
2024-09-01,Sales_User_23,SO,ASM South,1,Target,600000
2024-09-01,Sales_User_23,SO,ASM South,2,Achieved,726000
2024-09-01,Sales_User_23,SO,ASM South,3,Incentive,87120
2024-10-01,Sales_User_23,SO,ASM South,1,Target,600000
2024-10-01,Sales_User_23,SO,ASM South,2,Achieved,510000
2024-10-01,Sales_User_23,SO,ASM South,3,Incentive,25500
2024-11-01,Sales_User_23,SO,ASM South,1,Target,600000
2024-11-01,Sales_User_23,SO,ASM South,2,Achieved,582000
2024-11-01,Sales_User_23,SO,ASM South,3,Incentive,29100
2024-12-01,Sales_User_23,SO,ASM South,1,Target,600000
2024-12-01,Sales_User_23,SO,ASM South,2,Achieved,468000
2024-12-01,Sales_User_23,SO,ASM South,3,Incentive,0
2025-01-01,Sales_User_23,SO,ASM South,1,Target,600000
2025-01-01,Sales_User_23,SO,ASM South,2,Achieved,762000
2025-01-01,Sales_User_23,SO,ASM South,3,Incentive,91440
2025-02-01,Sales_User_23,SO,ASM South,1,Target,600000
2025-02-01,Sales_User_23,SO,ASM South,2,Achieved,636000
2025-02-01,Sales_User_23,SO,ASM South,3,Incentive,50880
2025-03-01,Sales_User_23,SO,ASM South,1,Target,600000
2025-03-01,Sales_User_23,SO,ASM South,2,Achieved,504000
2025-03-01,Sales_User_23,SO,ASM South,3,Incentive,25200
2025-04-01,Sales_User_23,SO,ASM South,1,Target,600000
2025-04-01,Sales_User_23,SO,ASM South,2,Achieved,660000
2025-04-01,Sales_User_23,SO,ASM South,3,Incentive,52800
2025-05-01,Sales_User_23,SO,ASM South,1,Target,600000
2025-05-01,Sales_User_23,SO,ASM South,2,Achieved,642000
2025-05-01,Sales_User_23,SO,ASM South,3,Incentive,51360
2025-06-01,Sales_User_23,SO,ASM South,1,Target,600000
2025-06-01,Sales_User_23,SO,ASM South,2,Achieved,546000
2025-06-01,Sales_User_23,SO,ASM South,3,Incentive,27300
2025-07-01,Sales_User_23,SO,ASM South,1,Target,600000
2025-07-01,Sales_User_23,SO,ASM South,2,Achieved,462000
2025-07-01,Sales_User_23,SO,ASM South,3,Incentive,0
2025-08-01,Sales_User_23,SO,ASM South,1,Target,600000
2025-08-01,Sales_User_23,SO,ASM South,2,Achieved,660000
2025-08-01,Sales_User_23,SO,ASM South,3,Incentive,52800
2025-09-01,Sales_User_23,SO,ASM South,1,Target,600000
2025-09-01,Sales_User_23,SO,ASM South,2,Achieved,606000
2025-09-01,Sales_User_23,SO,ASM South,3,Incentive,48480
2025-10-01,Sales_User_23,SO,ASM South,1,Target,600000
2025-10-01,Sales_User_23,SO,ASM South,2,Achieved,696000
2025-10-01,Sales_User_23,SO,ASM South,3,Incentive,55680
2025-11-01,Sales_User_23,SO,ASM South,1,Target,600000
2025-11-01,Sales_User_23,SO,ASM South,2,Achieved,606000
2025-11-01,Sales_User_23,SO,ASM South,3,Incentive,48480
2025-12-01,Sales_User_23,SO,ASM South,1,Target,600000
2025-12-01,Sales_User_23,SO,ASM South,2,Achieved,726000
2025-12-01,Sales_User_23,SO,ASM South,3,Incentive,87120
2024-01-01,Sales_User_24,TSI,ASM North,1,Target,800000
2024-01-01,Sales_User_24,TSI,ASM North,2,Achieved,824000
2024-01-01,Sales_User_24,TSI,ASM North,3,Incentive,65920
2024-02-01,Sales_User_24,TSI,ASM North,1,Target,800000
2024-02-01,Sales_User_24,TSI,ASM North,2,Achieved,832000
2024-02-01,Sales_User_24,TSI,ASM North,3,Incentive,66560
2024-03-01,Sales_User_24,TSI,ASM North,1,Target,800000
2024-03-01,Sales_User_24,TSI,ASM North,2,Achieved,984000
2024-03-01,Sales_User_24,TSI,ASM North,3,Incentive,118080
2024-04-01,Sales_User_24,TSI,ASM North,1,Target,800000
2024-04-01,Sales_User_24,TSI,ASM North,2,Achieved,752000
2024-04-01,Sales_User_24,TSI,ASM North,3,Incentive,37600
2024-05-01,Sales_User_24,TSI,ASM North,1,Target,800000
2024-05-01,Sales_User_24,TSI,ASM North,2,Achieved,624000
2024-05-01,Sales_User_24,TSI,ASM North,3,Incentive,0
2024-06-01,Sales_User_24,TSI,ASM North,1,Target,800000
2024-06-01,Sales_User_24,TSI,ASM North,2,Achieved,576000
2024-06-01,Sales_User_24,TSI,ASM North,3,Incentive,0
2024-07-01,Sales_User_24,TSI,ASM North,1,Target,800000
2024-07-01,Sales_User_24,TSI,ASM North,2,Achieved,919999
2024-07-01,Sales_User_24,TSI,ASM North,3,Incentive,73599
2024-08-01,Sales_User_24,TSI,ASM North,1,Target,800000
2024-08-01,Sales_User_24,TSI,ASM North,2,Achieved,856000
2024-08-01,Sales_User_24,TSI,ASM North,3,Incentive,68480
2024-09-01,Sales_User_24,TSI,ASM North,1,Target,800000
2024-09-01,Sales_User_24,TSI,ASM North,2,Achieved,896000
2024-09-01,Sales_User_24,TSI,ASM North,3,Incentive,71680
2024-10-01,Sales_User_24,TSI,ASM North,1,Target,800000
2024-10-01,Sales_User_24,TSI,ASM North,2,Achieved,664000
2024-10-01,Sales_User_24,TSI,ASM North,3,Incentive,33200
2024-11-01,Sales_User_24,TSI,ASM North,1,Target,800000
2024-11-01,Sales_User_24,TSI,ASM North,2,Achieved,624000
2024-11-01,Sales_User_24,TSI,ASM North,3,Incentive,0
2024-12-01,Sales_User_24,TSI,ASM North,1,Target,800000
2024-12-01,Sales_User_24,TSI,ASM North,2,Achieved,568000
2024-12-01,Sales_User_24,TSI,ASM North,3,Incentive,0
2025-01-01,Sales_User_24,TSI,ASM North,1,Target,800000
2025-01-01,Sales_User_24,TSI,ASM North,2,Achieved,728000
2025-01-01,Sales_User_24,TSI,ASM North,3,Incentive,36400
2025-02-01,Sales_User_24,TSI,ASM North,1,Target,800000
